Year,ANZSCO,Occupation,National_Shortage_Rating,New_South_Wales_Shortage_Rating,Victoria_Shortage_Rating,Queensland_Shortage_Rating,South_Australia_Shortage_Rating,Western_Australia_Shortage_Rating,Tasmania_Shortage_Rating,Northern_Territory_Shortage_Rating,Australian_Capital_Territory_Shortage_Rating,Skill_Level
2023,711113,Glass Production Machine Operator,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
2023,711114,Stone Processing Machine Operator,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
2023,711199,"Clay, Concrete, Glass and Stone Processing Machine Operators nec",No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
2023,711211,Industrial Spraypainter,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,4
2023,711311,Paper Products Machine Operator,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
2023,711313,Sawmilling Operator,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
2023,711314,Other Wood Processing Machine Operator,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
2023,711411,Photographic Developer and Printer,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
2023,711511,Plastic Cablemaking Machine Operator,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
2023,711512,Plastic Compounding and Reclamation Machine Operator,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
2023,711513,Plastics Fabricator or Welder,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
2023,711514,Plastics Production Machine Operator (General),Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,4
2023,711515,Reinforced Plastic and Composite Production Worker,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,No Shortage,No Shortage,4
2023,711516,Rubber Production Machine Operator,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,No Shortage,No Shortage,No Shortage,4
2023,711599,Plastics and Rubber Production Machine Operators nec,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
2023,711611,Sewing Machinist,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
2023,711711,Footwear Production Machine Operator,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
2023,711712,Hide and Skin Processing Machine Operator,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
2023,711713,Knitting Machine Operator,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
2023,711714,Textile Dyeing and Finishing Machine Operator,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
2023,711715,Weaving Machine Operator,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
2023,711716,Yarn Carding and Spinning Machine Operator,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
2023,711799,Textile and Footwear Production Machine Operators nec,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
2023,711911,Chemical Production Machine Operator,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
2023,711912,Motion Picture Projectionist,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
2023,711913,Sand Blaster,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
2023,711914,Sterilisation Technician,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
2023,711999,Machine Operators nec,No Shortage,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
2023,712111,"Crane, Hoist or Lift Operator",Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,4
2023,712211,Driller,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,4
2023,712212,Miner,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,4
2023,712213,Shot Firer,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,No Shortage,4
2023,712311,Engineering Production Worker,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
2023,712911,Boiler or Engine Operator,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
2023,712912,Bulk Materials Handling Plant Operator,No Shortage,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
2023,712913,Cement Production Plant Operator,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
2023,712914,Concrete Batching Plant Operator,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
2023,712915,Concrete Pump Operator,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
2023,712916,Paper and Pulp Mill Operator,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
2023,712917,Railway Signal Operator,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,4
2023,712918,Train Controller,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,No Shortage,No Shortage,No Shortage,4
2023,712921,Waste Water or Water Plant Operator,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
2023,712922,Weighbridge Operator,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
2023,712999,Stationary Plant Operators nec,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
2023,721111,Agricultural and Horticultural Mobile Plant Operator,Regional Shortage,Shortage,Regional Shortage,Regional Shortage,Regional Shortage,No Shortage,Regional Shortage,Regional Shortage,No Shortage,4
2023,721112,Logging Plant Operator,Regional Shortage,Regional Shortage,Regional Shortage,Regional Shortage,Regional Shortage,No Shortage,Regional Shortage,No Shortage,No Shortage,4
2023,721211,Earthmoving Plant Operator (General),Shortage,Shortage,No Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,4
2023,721212,Backhoe Operator,No Shortage,Shortage,No Shortage,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
2023,721213,Bulldozer Operator,Shortage,Shortage,No Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,4
2023,721214,Excavator Operator,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,4
2023,721215,Grader Operator,Shortage,Shortage,No Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,4
2023,721216,Loader Operator,Shortage,Shortage,No Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,4
2023,721311,Forklift Driver,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,4
2023,721911,Aircraft Baggage Handler and Airline Ground Crew,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,4
2023,721912,Linemarker,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,4
2023,721913,Paving Plant Operator,No Shortage,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
2023,721914,Railway Track Plant Operator,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,4
2023,721915,Road Roller Operator,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,4
2023,721916,Streetsweeper Operator,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,4
2023,721999,Mobile Plant Operators nec,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,4
2023,731111,Chauffeur,No Shortage,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
2023,731112,Taxi Driver,No Shortage,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,4
2023,731199,Automobile Drivers nec,No Shortage,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
2023,731211,Bus Driver,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,4
2023,731212,Charter and Tour Bus Driver,No Shortage,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
2023,731213,Passenger Coach Driver,No Shortage,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
2023,731311,Train Driver,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,No Shortage,4
2023,731312,Tram Driver,Shortage,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
2023,732111,Delivery Driver,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
2023,733111,Truck Driver (General),Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,4
2023,733112,Aircraft Refueller,No Shortage,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
2023,733113,Furniture Removalist,No Shortage,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
2023,733114,Tanker Driver,No Shortage,No Shortage,Shortage,Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
2023,733115,Tow Truck Driver,No Shortage,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
2023,741111,Storeperson,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,4
2023,811611,Carpet Cleaner,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
2023,821311,Fencer,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
2023,821411,Building Insulation Installer,No Shortage,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
2023,821412,Home Improvement Installer,Shortage,Shortage,Shortage,Shortage,Shortage,No Shortage,Shortage,Shortage,Shortage,4
2023,821611,Railway Track Worker,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,No Shortage,No Shortage,4
2023,821711,Construction Rigger,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,4
2023,821712,Scaffolder,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,4
2023,821713,Steel Fixer,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,4
2023,821714,Structural Steel Erector,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,4
2023,821911,Crane Chaser,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,4
2023,831211,Meat Boner and Slicer,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,4
2023,831212,Slaughterer,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,4
2023,839311,Product Examiner,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
2023,839312,Product Grader,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
2023,839313,Product Tester,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
2023,842211,Cotton Farm Worker,Shortage,Regional Shortage,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
2023,842214,"Grain, Oilseed, Pulse and Pasture Farm Worker",No Shortage,Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
2023,842217,Sugar Cane Farm Worker,Shortage,Regional Shortage,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
2023,842222,Vineyard Worker,No Shortage,Regional Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
2023,842311,Beef Cattle Farm Worker,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
2023,842312,Cattle and Sheep Farm Worker,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
2023,842313,Dairy Cattle Farm Worker,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
2023,842314,Livestock Husbandry Worker,Shortage,Shortage,Shortage,Shortage,Shortage,No Shortage,Shortage,No Shortage,No Shortage,4
2023,842315,Piggery Farm Worker,Shortage,Shortage,Shortage,Shortage,Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
2023,842316,Poultry Farm Worker,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
2023,842317,Sheep Farm Worker,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
2023,843111,Forestry Worker,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
2023,843112,Logging Assistant,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
2023,843113,Tree Faller,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
2023,843411,Pest Control Technician,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
2023,899211,Deck Hand,No Shortage,Shortage,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,4
2023,899212,Fishing Hand,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
2023,899411,Motor Vehicle Parts and Accessories Fitter (General),Shortage,Shortage,Shortage,Shortage,Shortage,No Shortage,Shortage,Shortage,Shortage,4
2023,899412,Autoglazier,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
2023,899413,Exhaust and Muffler Repairer,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
2023,899414,Radiator Repairer,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
2023,899415,Tyre Fitter,No Shortage,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
2023,899511,Printer's Assistant,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
2023,899512,Printing Table Worker,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
2022,111111,Chief Executive or Managing Director,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1
2022,111211,Corporate General Manager,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1
2022,121111,Aquaculture Farmer,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,1
2022,121311,Apiarist,Shortage,Shortage,Shortage,Shortage,Shortage,No Shortage,Shortage,Shortage,Shortage,1
2022,121312,Beef Cattle Farmer,No Shortage,Regional Shortage,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,1
2022,121313,Dairy Cattle Farmer,No Shortage,Regional Shortage,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1
2022,121314,Deer Farmer,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1
2022,121315,Goat Farmer,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1
2022,121316,Horse Breeder,No Shortage,Regional Shortage,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1
2022,121318,Pig Farmer,No Shortage,Regional Shortage,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1
2022,121321,Poultry Farmer,No Shortage,Shortage,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1
2022,121322,Sheep Farmer,No Shortage,Regional Shortage,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1
2022,121323,Mixed Cattle and Sheep Farmer,No Shortage,Shortage,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1
2022,121399,Livestock Farmers nec,No Shortage,Regional Shortage,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,1
2022,121511,Cotton Grower,No Shortage,Regional Shortage,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1
2022,121512,"Grain, Oilseed, Pulse or Pasture Grower",No Shortage,Regional Shortage,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1
2022,121513,Sugar Cane Grower,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1
2022,121599,Broadacre Crop Growers nec,No Shortage,Shortage,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1
2022,121611,Flower Grower,No Shortage,Regional Shortage,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1
2022,121612,Fruit Grower,No Shortage,Shortage,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1
2022,121613,Nut Grower,No Shortage,Shortage,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1
2022,121614,Production Nursery Grower,No Shortage,Shortage,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1
2022,121615,Turf Grower,No Shortage,Regional Shortage,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1
2022,121616,Vegetable Grower,No Shortage,Regional Shortage,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1
2022,121617,Wine Grape Grower,No Shortage,No Shortage,No Shortage,Shortage,Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1
2022,121699,Horticultural Crop Growers nec,No Shortage,Shortage,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,1
2022,121711,Broadacre Crop and Livestock Farmer,No Shortage,Shortage,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,1
2022,121799,Mixed Production Farmers nec,No Shortage,Shortage,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,1
2022,131112,Sales and Marketing Manager,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1
2022,131113,Advertising Manager,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1
2022,131114,Public Relations Manager,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1
2022,132111,Corporate Services Manager,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1
2022,132211,Finance Manager,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1
2022,132311,Human Resource Manager,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1
2022,132411,Policy and Planning Manager,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1
2022,132511,Research and Development Manager,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,1
2022,133111,Construction Project Manager,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,1
2022,133112,Project Builder,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,1
2022,133211,Engineering Manager,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,1
2022,133311,Importer or Exporter,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1
2022,133312,Wholesaler,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1
2022,133411,Manufacturer,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,1
2022,133511,Production Manager (Forestry),No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1
2022,133512,Production Manager (Manufacturing),No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,1
2022,133513,Production Manager (Mining),No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1
2022,133611,Supply and Distribution Manager,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1
2022,133612,Procurement Manager,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,Shortage,1
2022,134111,Child Care Centre Manager,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,Shortage,No Shortage,1
2022,134211,Medical Administrator,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,1
2022,134212,Nursing Clinical Director,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1
2022,134213,Primary Health Organisation Manager,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1
2022,134214,Welfare Centre Manager,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,1
2022,134299,Health and Welfare Services Managers nec,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1
2022,134311,School Principal,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,1
2022,134411,Faculty Head,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1
2022,134412,Regional Education Manager,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1
2022,134499,Education Managers nec,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1
2022,135111,Chief Information Officer,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1
2022,135112,ICT Project Manager,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,1
2022,135199,ICT Managers nec,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,1
2022,139911,Arts Administrator or Manager,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1
2022,139912,Environmental Manager,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1
2022,139913,Laboratory Manager,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1
2022,139915,Sports Administrator,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1
2022,139916,Quality Assurance Manager,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,1
2022,139917,Regulatory Affairs Manager,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,1
2022,139999,Specialist Managers nec,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1
2022,141111,Cafe or Restaurant Manager,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,2
2022,141211,Caravan Park and Camping Ground Manager,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,2
2022,141311,Hotel or Motel Manager,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,2
2022,141411,Licensed Club Manager,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,2
2022,141911,Bed and Breakfast Operator,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,2
2022,141912,Retirement Village Manager,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,2
2022,141999,Accommodation and Hospitality Managers nec,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,2
2022,142111,Retail Manager (General),Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,2
2022,142112,Antique Dealer,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,2
2022,142113,Betting Agency Manager,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,2
2022,142114,Hair or Beauty Salon Manager,Shortage,Shortage,Shortage,Shortage,Shortage,No Shortage,Shortage,Shortage,Shortage,2
2022,142115,Post Office Manager,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,2
2022,142116,Travel Agency Manager,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,2
2022,149111,Amusement Centre Manager,No Shortage,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,2
